"표준코드","단축코드","한글 종목명","한글 종목약명","영문 종목명","상장일","시장구분","증권구분","소속부","주식종류","액면가","상장주식수"
"KR7137400008","137400","피엔티","피엔티","People & Technology, Inc.","2012/07/06","KOSDAQ","주권","우량기업부","보통주","500","22,741,198"
"KR7024940009","024940","피엔풍년","PN풍년","PNPOONGNYUN CO.,LTD","1995/01/04","KOSDAQ","주권","벤처기업부","보통주","500","10,000,000"
"KR7128660008","128660","피제이메탈","피제이메탈","PJ METAL CO., LTD.","2010/12/13","KOSDAQ","주권","중견기업부","보통주","500","24,803,369"
"KR7006140008","006140","피제이전자","피제이전자","PJ ELECTRONICS CO., LTD.","1993/12/07","KOSDAQ","주권","우량기업부","보통주","500","15,000,000"
"KR7304840002","304840","피플바이오","피플바이오","PeopleBio, Inc.","2020/10/19","KOSDAQ","주권","기술성장기업부","보통주","500","11,244,940"
"KR7062970009","062970","피피아이","피피아이","PPI. INC","2019/12/26","KOSDAQ","주권","벤처기업부","보통주","500","9,308,185"
"KR7087600003","087600","픽셀플러스","픽셀플러스","Pixelplus. Co., Ltd.","2015/06/12","KOSDAQ","주권","중견기업부","보통주","500","8,166,558"
"KR7161580006","161580","필옵틱스","필옵틱스","PHILOPTICS CO., LTD.","2017/06/01","KOSDAQ","주권","벤처기업부","보통주","500","20,680,505"
"KR7347770000","347770","핌스","핌스","PIMS Inc.","2020/09/18","KOSDAQ","주권","벤처기업부","보통주","500","7,507,871"
"KR7163730005","163730","핑거","핑거","Finger Inc.","2021/01/29","KOSDAQ","주권","벤처기업부","보통주","500","9,239,014"
"KR7332710003","332710","하나금융14호기업인수목적","하나금융14호스팩","Hana Financial Fourteen Special Purpose Acquisition Company","2019/11/01","KOSDAQ","주권","SPAC(소속부없음)","보통주","100","4,410,000"
"KR7341160000","341160","하나금융15호기업인수목적","하나금융15호스팩","Hana Financial Fifteenth Special Purpose Acquisition Company","2020/01/30","KOSDAQ","주권","SPAC(소속부없음)","보통주","100","4,710,000"
"KR7343510004","343510","하나금융16호기업인수목적","하나금융16호스팩","Hana Financial Sixteen Special Purpose Acquisition Company","2020/07/23","KOSDAQ","주권","SPAC(소속부없음)","보통주","100","4,010,000"
"KR7363260001","363260","하나금융17호기업인수목적","하나금융17호스팩","Hana Financial Seventeen Special Purpose Acquisition Company","2021/02/10","KOSDAQ","주권","SPAC(소속부없음)","보통주","100","6,810,000"
"KR7086790003","086790","하나금융지주보통주","하나금융지주","HanaFinancialGroupInc.","2005/12/12","KOSPI","주권","","보통주","5,000","300,242,062"
"KR7299030007","299030","하나기술","하나기술","HANA TECHNOLOGY CO.,LTD.","2020/11/25","KOSDAQ","주권","벤처기업부","보통주","500","7,279,697"
"KR7067310003","067310","하나마이크론","하나마이크론","Hana Micron Inc.","2005/10/11","KOSDAQ","주권","중견기업부","보통주","500","31,934,879"
"KR7372290007","372290","하나머스트7호기업인수목적","하나머스트7호스팩","Hana Must Seven Special Purpose Acquisition Company","2021/03/05","KOSDAQ","주권","SPAC(소속부없음)","보통주","100","4,304,000"
"KR7307160002","307160","하나머스트제6호기업인수목적","하나머스트제6호스팩","Hana Must Sixth Special Purpose Acquisition Company","2018/11/30","KOSDAQ","주권","관리종목(소속부없음)","보통주","100","4,590,000"
"KR7166090001","166090","하나머티리얼즈","하나머티리얼즈","Hana Materials Inc.","2017/04/28","KOSDAQ","주권","우량기업부","보통주","500","19,630,674"
"KR7293480000","293480","하나제약보통주","하나제약","Hana Pharm","2018/10/02","KOSPI","주권","","보통주","500","17,772,946"
"KR7039130000","039130","하나투어보통주","하나투어","HANATOUR SERVICE","2011/11/01","KOSPI","주권","","보통주","500","13,939,185"
"KR7136480001","136480","하림","하림","HARIM Co., Ltd.","2011/05/02","KOSDAQ","주권","중견기업부","보통주","500","106,209,702"
"KR7003380003","003380","하림지주","하림지주","Harim Holdings Co., Ltd.","2017/06/30","KOSDAQ","주권","우량기업부","보통주","100","92,341,820"
"KR7172580003","172580","하이골드오션12호국제선박투자회사","하이골드12호","Hi Gold Ocean Kmarin No.12 Ship Investment Company","2013/07/12","KOSPI","선박투자회사","","보통주","5,000","13,044,500"
"KR7153360003","153360","하이골드오션3호선박투자회사","하이골드3호","Hi Gold Ocean No.3 Ship Investment Company","2012/05/04","KOSPI","선박투자회사","","보통주","5,000","16,149,790"
"KR7149980005","149980","하이로닉","하이로닉","Hironic Co.,Ltd","2014/12/17","KOSDAQ","주권","중견기업부","보통주","100","14,099,995"
"KR7013030002","013030","하이록코리아","하이록코리아","HY-LOK CORPORATION","1989/12/15","KOSDAQ","주권","우량기업부","보통주","500","13,613,232"
"KR7352820005","352820","하이브보통주","하이브","HYBE","2020/10/15","KOSPI","주권","","보통주","500","35,623,760"
"KR7126700004","126700","하이비젼시스템","하이비젼시스템","HyVISION SYSTEM.INC","2010/09/10","KOSDAQ","주권","우량기업부","보통주","500","14,942,112"
"KR7106080005","106080","하이소닉","하이소닉","HYSONIC Co., Ltd.","2010/02/09","KOSDAQ","주권","관리종목(소속부없음)","보통주","1,000","21,585,169"
"KR7071090005","071090","하이스틸 보통주","하이스틸","HISTEEL CO., LTD.","2003/02/17","KOSPI","주권","","보통주","500","19,999,440"
"KR7340120005","340120","하이제5호기업인수목적","하이제5호스팩","HI Special Purpose Acquisition Company V","2019/12/23","KOSDAQ","주권","SPAC(소속부없음)","보통주","100","5,020,000"
"KR7377400007","377400","하이제6호기업인수목적","하이제6호스팩","HI Special Purpose Acquisition Company VI","2021/05/10","KOSDAQ","주권","SPAC(소속부없음)","보통주","100","5,407,500"
"KR7221840002","221840","하이즈항공","하이즈항공","HIZEAERO Co.,Ltd.","2015/11/25","KOSDAQ","주권","중견기업부","보통주","500","17,696,167"
"KR7106190002","106190","하이텍팜","하이텍팜","HIGH TECH PHARM CO., LTD.","2010/07/28","KOSDAQ","주권","중견기업부","보통주","500","7,088,782"
"KR7019490002","019490","하이트론씨스템즈보통주","하이트론","HitronSystems","1998/11/04","KOSPI","주권","","보통주","2,500","7,222,204"
"KR7000082008","000087","하이트진로2우선주(신형)","하이트진로2우B","HITEJINRO(2PB)","2011/09/26","KOSPI","주권","","신형우선주","5,000","1,130,138"
"KR7000080002","000080","하이트진로보통주","하이트진로","HITEJINRO","2009/10/19","KOSPI","주권","","보통주","5,000","70,133,611"
"KR7000141002","000145","하이트진로홀딩스1우선주","하이트진로홀딩스우","HITEJINROHOLDINGS(1P)","1987/09/29","KOSPI","주권","","구형우선주","5,000","470,810"
"KR7000140004","000140","하이트진로홀딩스보통주","하이트진로홀딩스","HITEJINROHOLDINGS","1973/09/19","KOSPI","주권","","보통주","5,000","23,206,765"
"KR7066130006","066130","하츠","하츠","HAATZ Inc.","2003/02/11","KOSDAQ","주권","우량기업부","보통주","500","12,800,000"
"KR7004590006","004590","한국가구","한국가구","KoreaFurniture","1993/06/03","KOSDAQ","주권","중견기업부","보통주","100","15,000,000"
"KR7036460004","036460","한국가스공사보통주","한국가스공사","KoreaGasCorporation","1999/12/15","KOSPI","주권","","보통주","5,000","92,313,000"
"KR7039340005","039340","한국경제티브이","한국경제TV","Korea Business News CO., LTD.","2004/07/30","KOSDAQ","주권","우량기업부","보통주","500","23,000,000"
"KR7005430004","005430","한국공항보통주","한국공항","KoreaAirportService","1976/12/28","KOSPI","주권","","보통주","5,000","3,166,355"
"KR7034950006","034950","한국기업평가","한국기업평가","Korea Ratings Corporation","2002/02/07","KOSDAQ","주권","우량기업부","보통주","5,000","4,540,514"
"KR7010040004","010040","한국내화보통주","한국내화","KOREAREFRACTORIES","2000/10/16","KOSPI","주권","","보통주","500","41,067,062"
"KR7025540006","025540","한국단자공업보통주","한국단자","KoreaElectricTerminal","1996/10/16","KOSPI","주권","","보통주","500","10,415,000"
"KR7222980005","222980","한국맥널티","한국맥널티","Mcnulty Korea Co., Ltd","2015/12/23","KOSDAQ","주권","벤처기업부","보통주","500","10,534,795"
"KR7331660001","331660","한국미라클피플사","한국미라클피플사","KOREA MIRACLE PEOPLE COMPANY","2019/10/28","KONEX","주권","일반기업부","보통주","500","1,100,000"
"KR7318000007","318000","한국바이오젠","한국바이오젠","KOREA BIO-GEN Co.,Ltd","2019/08/01","KOSDAQ","주권","벤처기업부","보통주","200","8,176,825"
"KR7096300009","096300","한국베트남부동산개발특별자산1호투자회사","베트남개발1","Vietnam Real Estate Development Fund1","2007/06/13","KOSPI","투자회사","","보통주","무액면","137,680,211"
"KR7256840000","256840","한국비엔씨","한국비엔씨","BNC Korea Co, Ltd","2016/12/28","KOSDAQ","주권","벤처기업부","보통주","100","51,531,636"
"KR7004090007","004090","한국석유공업보통주","한국석유","KOREA PETROLEUM INDUSTRIES","1977/06/25","KOSPI","주권","","보통주","500","12,694,120"
"KR7025550005","025550","한국선재","한국선재","HANKUK STEEL WIRE CO., LTD.","1995/06/19","KOSDAQ","주권","우량기업부","보통주","500","24,522,254"
"KR7002200004","002200","한국수출포장공업보통주","한국수출포장","KoreaExportPackagingIndustrial","1974/06/28","KOSPI","주권","","보통주","5,000","4,000,000"
"KR7002960003","002960","한국쉘석유보통주","한국쉘석유","HankookShellOil","1988/08/10","KOSPI","주권","","보통주","5,000","1,300,000"
"KR7017890005","017890","한국알콜산업","한국알콜","KoreaAlcoholIndustrial","1992/08/04","KOSDAQ","주권","우량기업부","보통주","500","21,605,760"
"KR7000240002","000240","한국앤컴퍼니보통주","한국앤컴퍼니","HANKOOK & COMPANY","1968/12/27","KOSPI","주권","","보통주","500","94,935,240"
"KR7033270000","033270","한국유나이티드제약 보통주","유나이티드제약","Korea United Pharm. Inc.","2007/10/23","KOSPI","주권","","보통주","500","16,244,822"
"KR7080720006","080720","한국유니온제약","한국유니온제약","UNION KOREA PHARM CO.,Ltd","2018/07/26","KOSDAQ","주권","벤처기업부","보통주","500","7,903,728"
"KR7123890006","123890","한국자산신탁보통주","한국자산신탁","KAIT","2016/07/13","KOSPI","주권","","보통주","500","123,977,752"
"KR7015760002","015760","한국전력공사보통주","한국전력","KoreaElectricPower","1989/08/10","KOSPI","주권","","보통주","5,000","641,964,077"
"KR7052690005","052690","한국전력기술 보통주","한전기술","KEPCO Engineering & Construction","2009/12/14","KOSPI","주권","","보통주","200","38,220,000"
"KR7063570006","063570","한국전자금융","한국전자금융","NICE Total Cash Management Co., Ltd","2006/07/14","KOSDAQ","주권","우량기업부","보통주","500","34,147,728"
"KR7041460007","041460","한국전자인증","한국전자인증","Korea Electronic Certification Authority Inc.","2010/11/19","KOSDAQ","주권","중견기업부","보통주","500","21,459,249"
"KR7006200000","006200","한국전자홀딩스보통주","한국전자홀딩스","KEC HOLDINGS","1979/11/30","KOSPI","주권","","보통주","500","46,803,136"
"KR7101680007","101680","한국정밀기계","한국정밀기계","HNK MACHINE TOOL CO.,LTD.","2009/05/19","KOSDAQ","주권","관리종목(소속부없음)","보통주","500","8,404,000"
"KR7039740006","039740","한국정보공학","한국정보공학","Korea Information Engineering Services","2000/07/06","KOSDAQ","주권","중견기업부","보통주","500","8,018,397"
"KR7053300000","053300","한국정보인증","한국정보인증","KOREA INFORMATION CERTIFICATE AUTHORITY, INCORPORATED","2014/02/04","KOSDAQ","주권","중견기업부","보통주","500","31,165,000"
"KR7025770009","025770","한국정보통신","한국정보통신","KoreaInformation&Communication","1998/01/20","KOSDAQ","주권","우량기업부","보통주","500","37,444,271"
"KR7310870001","310870","한국제8호기업인수목적","한국제8호스팩","Korea No.8 Special Purpose Acquisition Co., LTD.","2018/12/20","KOSDAQ","주권","SPAC(소속부없음)","보통주","100","3,420,000"
"KR7368770004","368770","한국제9호기업인수목적","한국9호스팩","Korea No.9 Special Purpose Acquisition Co., LTD.","2021/01/21","KOSDAQ","주권","SPAC(소속부없음)","보통주","100","4,810,000"
"KR7009540006","009540","한국조선해양보통주","한국조선해양","KOREA SHIPBUILDING & OFFSHORE ENGINEERING","1999/08/24","KOSPI","주권","","보통주","5,000","70,773,116"
"KR7023350002","023350","한국종합기술보통주","한국종합기술","Korea Engineering Consultants Corp.","2011/04/28","KOSPI","주권","","보통주","500","10,950,000"
"KR7025890005","025890","한국주강보통주","한국주강","HankookSteel","1997/07/18","KOSPI","주권","","보통주","500","11,309,259"
"KR7000970004","000970","한국주철관공업보통주","한국주철관","KoreaCastIronPipeInd","1969/12/12","KOSPI","주권","","보통주","500","22,800,500"
"KR7104700000","104700","한국철강보통주","한국철강","KISCO Corp.","2008/09/29","KOSPI","주권","","보통주","1,000","46,050,000"
"KR7017960006","017960","한국카본보통주","한국카본","HankukCarbon","1995/07/08","KOSPI","주권","","보통주","500","43,960,757"
"KR7023760002","023760","한국캐피탈","한국캐피탈","Han Kook Capital Co., Ltd.","1994/11/07","KOSDAQ","주권","우량기업부","보통주","500","315,609,576"
"KR7054040001","054040","한국컴퓨터","한국컴퓨터","KOREA COMPUTER INC.","2002/01/15","KOSDAQ","주권","중견기업부","보통주","500","16,071,290"
"KR7050540004","050540","한국코퍼레이션","한국코퍼레이션","HANKOOK Corporation Inc.","2005/12/12","KOSDAQ","주권","투자주의환기종목(소속부없음)","보통주","500","50,785,593"
"KR7161890009","161890","한국콜마보통주","한국콜마","KOLMAR KOREA","2012/10/19","KOSPI","주권","","보통주","500","22,881,180"
"KR7024720005","024720","한국콜마홀딩스보통주","한국콜마홀딩스","KOLMAR KOREA HOLDINGS","2002/04/09","KOSPI","주권","","보통주","500","18,576,719"
"KR7021650007","021650","한국큐빅","한국큐빅","CUBIC KOREA INC.","2003/01/24","KOSDAQ","주권","중견기업부","보통주","500","16,350,563"
"KR7161390000","161390","한국타이어앤테크놀로지보통주","한국타이어앤테크놀로지","HANKOOK TIRE & TECHNOLOGY","2012/10/04","KOSPI","주권","","보통주","500","123,875,069"
"KR7053590006","053590","한국테크놀로지","한국테크놀로지","HANKOOK Technology Inc.","2001/08/23","KOSDAQ","주권","벤처기업부","보통주","500","123,957,822"
"KR7034830000","034830","한국토지신탁보통주","한국토지신탁","KOREIT","2016/07/11","KOSPI","주권","","보통주","1,000","252,489,230"
"KR7152550000","152550","한국투자ANKOR유전해외자원개발특별자산투자회사1호(지분증권)","한국ANKOR유전","KIM ANKOR Oilfield Overseas Resources Development Fund[1]","2012/03/08","KOSPI","투자회사","","보통주","무액면","70,020,000"
"KR7168490001","168490","한국투자Parallel유전해외자원개발특별자산투자회사1호","한국패러랠","KIM Parallel Oilfield Overseas Resources Development Fund[1]","2013/04/19","KOSPI","투자회사","","보통주","무액면","80,020,000"
"KR7071051007","071055","한국투자금융지주1우선주","한국금융지주우","KOREA INVESTMENT HOLDINGS(1P)","2003/07/21","KOSPI","주권","","구형우선주","5,000","5,858,251"
"KR7071050009","071050","한국투자금융지주보통주","한국금융지주","KOREA INVESTMENT HOLDINGS","2003/07/21","KOSPI","주권","","보통주","5,000","55,725,992"
"KR7007280001","007280","한국특강보통주","한국특강","KOREA STEEL","1989/11/13","KOSPI","주권","","보통주","500","53,242,476"
"KR7032300006","032300","한국파마","한국파마","KOREA PHARMA Co., Ltd.","2020/08/10","KOSDAQ","주권","우량기업부","보통주","500","10,906,701"
"KR7037230000","037230","한국팩키지","한국팩키지","HANKUK PACKAGE CO., LTD.","1999/12/21","KOSDAQ","주권","중견기업부","보통주","500","25,000,000"
"KR7010100006","010100","한국프랜지공업보통주","한국프랜지","KoreaFlange","1987/10/02","KOSPI","주권","","보통주","1,000","30,450,420"
"KR7047810007","047810","한국항공우주산업보통주","한국항공우주","KOREA AEROSPACE INDUSTRIES","2011/06/30","KOSPI","주권","","보통주","5,000","97,475,107"
"KR7123690000","123690","한국화장품보통주","한국화장품","HANKOOKCOSMETICS","2010/06/01","KOSPI","주권","","보통주","500","16,068,000"
"KR7003350006","003350","한국화장품제조보통주","한국화장품제조","HankookCosmeticsManufacturing","1978/02/06","KOSPI","주권","","보통주","500","4,532,000"
"KR7030520001","030520","한글과컴퓨터","한글과컴퓨터","HANCOM INC.","1996/09/24","KOSDAQ","주권","우량기업부","보통주","500","24,778,156"
"KR7052600004","052600","한네트","한네트","HANNET CO., LTD.","2001/07/10","KOSDAQ","주권","중견기업부","보통주","500","11,563,700"
"KR7011500006","011500","한농화성보통주","한농화성","HANNONGCHEMICALSINC.","2003/01/09","KOSPI","주권","","보통주","500","15,637,042"
"KR7002390003","002390","한독보통주","한독","HANDOK Inc.","1976/06/30","KOSPI","주권","","보통주","500","13,763,533"
"KR7256150004","256150","한독크린텍","한독크린텍","Handok Clean Tech Co., Ltd.","2019/09/05","KOSDAQ","주권","벤처기업부","보통주","500","8,182,000"
"KR7014790000","014790","한라보통주","한라","Halla Corporation","1994/08/12","KOSPI","주권","","보통주","5,000","38,874,942"
"KR7092460005","092460","한라아이엠에스","한라IMS","HANLA IMS Co., LTD","2007/05/22","KOSDAQ","주권","벤처기업부","보통주","500","11,744,978"
"KR7060980000","060980","한라홀딩스보통주","한라홀딩스","Halla Holdings Corporation","2010/05/19","KOSPI","주권","","보통주","5,000","10,472,070"
"KR7053690004","053690","한미글로벌건축사사무소보통주","한미글로벌","HanmiGlobal Co., Ltd","2009/06/23","KOSPI","주권","","보통주","500","10,957,550"
"KR7042700005","042700","한미반도체보통주","한미반도체","HANMISemiconductorCO.,Ltd.","2005/07/22","KOSPI","주권","","보통주","200","49,459,877"
"KR7008930000","008930","한미사이언스보통주","한미사이언스","Hanmi Science","1988/06/20","KOSPI","주권","","보통주","500","67,304,611"
"KR7128940004","128940","한미약품보통주","한미약품","HanmiPharm","2010/07/30","KOSPI","주권","","보통주","2,500","12,078,282"
"KR7047080007","047080","한빛소프트","한빛소프트","HANBIT SOFT Inc.","2002/01/10","KOSDAQ","주권","중견기업부","보통주","500","24,779,836"
"KR7009240003","009240","한샘보통주","한샘","HANSSEM CO.,LTD.","2002/07/16","KOSPI","주권","","보통주","1,000","23,533,928"
"KR7020000006","020000","한섬보통주","한섬","HandsomeCorporation","1996/07/03","KOSPI","주권","","보통주","500","24,630,000"
"KR7003680006","003680","한성기업보통주","한성기업","HansungEnterprise","1989/01/26","KOSPI","주권","","보통주","5,000","6,209,515"
"KR7105630008","105630","한세실업보통주","한세실업","HANSAE","2009/03/20","KOSPI","주권","","보통주","500","40,000,000"
"KR7069640001","069640","한세엠케이보통주","한세엠케이","HANSAEMK","2011/06/21","KOSPI","주권","","보통주","500","12,909,322"
"KR7016450009","016450","한세예스24홀딩스보통주","한세예스24홀딩스","HansaeYes24Holdings","2000/01/06","KOSPI","주권","","보통주","500","40,000,000"
"KR7010420008","010420","한솔PNS보통주","한솔PNS","HANSOLPNS","1989/05/31","KOSPI","주권","","보통주","500","20,493,012"
"KR7009180001","009180","한솔로지스틱스보통주","한솔로지스틱스","Hansol Logistics","1989/11/13","KOSPI","주권","","보통주","500","27,477,425"
"KR7070590005","070590","한솔인티큐브","한솔인티큐브","Hansol Inticube Co., Ltd.","2004/01/08","KOSDAQ","주권","중견기업부","보통주","500","13,879,521"
"KR7213500002","213500","한솔제지보통주","한솔제지","Hansol Paper Co., Ltd.","2015/01/26","KOSPI","주권","","보통주","5,000","23,800,576"
"KR7014680003","014680","한솔케미칼보통주","한솔케미칼","HansolChemical","1989/05/20","KOSPI","주권","","보통주","5,000","11,335,195"
"KR7004710000","004710","한솔테크닉스보통주","한솔테크닉스","HansolTechnics","1988/07/06","KOSPI","주권","","보통주","5,000","32,109,878"
"KR7004150009","004150","한솔홀딩스보통주","한솔홀딩스","Hansol Holdings","1972/05/17","KOSPI","주권","","보통주","1,000","42,008,577"
"KR7025750001","025750","한솔홈데코보통주","한솔홈데코","HansolHomeDeco","2003/11/04","KOSPI","주권","","보통주","1,000","80,565,149"
"KR7226440006","226440","한송네오텍","한송네오텍","HANSONGNEOTECH CO.,LTD.","2015/10/06","KOSDAQ","주권","벤처기업부","보통주","100","53,805,540"
"KR7042520007","042520","한스바이오메드","한스바이오메드","HANS BIOMED CORPORATION","2009/10/09","KOSDAQ","주권","벤처기업부","보통주","500","10,102,981"
"KR7004960001","004960","한신공영보통주","한신공영","HanshinConstruction","1976/07/07","KOSPI","주권","","보통주","5,000","11,570,702"
"KR7011700002","011700","한신기계공업보통주","한신기계","HanshinMachinery","1987/07/24","KOSPI","주권","","보통주","500","32,446,151"
"KR7078350006","078350","한양디지텍","한양디지텍","HANYANG DIGITECH CO.,LTD.","2004/05/14","KOSDAQ","주권","벤처기업부","보통주","500","14,357,858"
"KR7045100005","045100","한양이엔지","한양이엔지","HANYANG ENG CO.,LTD.","2000/08/31","KOSDAQ","주권","우량기업부","보통주","500","18,000,000"
"KR7001751007","001755","한양증권1우선주","한양증권우","HanyangSecurities(1P)","1989/10/24","KOSPI","주권","","구형우선주","5,000","525,000"
"KR7001750009","001750","한양증권보통주","한양증권","HanyangSecurities","1988/03/04","KOSPI","주권","","보통주","5,000","12,728,534"
"KR7018880005","018880","한온시스템보통주","한온시스템","Hanon Systems","1996/07/31","KOSPI","주권","","보통주","100","533,800,000"
"KR7009420001","009420","한올바이오파마보통주","한올바이오파마","HANALL BIOPHARMA CO.,LTD","1989/12/18","KOSPI","주권","","보통주","500","52,240,638"
"KR7014130009","014130","한익스프레스보통주","한익스프레스","HanExpress","1989/07/25","KOSPI","주권","","보통주","500","12,000,000"
"KR7046110003","046110","한일네트웍스","한일네트웍스","HANIL NETWORKS CO., LTD.","2006/01/20","KOSDAQ","주권","우량기업부","보통주","500","11,954,227"
"KR7024740003","024740","한일단조공업","한일단조","HanilForgingIndustrial","1996/11/29","KOSDAQ","주권","중견기업부","보통주","500","29,891,328"
"KR7005860002","005860","한일사료","한일사료","HANIL FEED Co.Ltd","1994/11/07","KOSDAQ","주권","중견기업부","보통주","500","39,403,685"
"KR7300720000","300720","한일시멘트보통주","한일시멘트","HANILCEMENT","2018/08/06","KOSPI","주권","","보통주","5,000","6,926,154"
"KR7123840001","123840","한일진공","한일진공","HANIL VACUUM CO., LTD.","2010/10/05","KOSDAQ","주권","중견기업부","보통주","100","78,305,977"
"KR7002220002","002220","한일철강보통주","한일철강","HanilIron&Steel","1988/10/07","KOSPI","주권","","보통주","500","26,697,460"
"KR7006390009","006390","한일현대시멘트보통주","한일현대시멘트","HANIL HYUNDAI CEMENT","1975/12/26","KOSPI","주권","","보통주","5,000","17,774,535"
"KR7003300001","003300","한일홀딩스보통주","한일홀딩스","HANILHOLDINGS","1969/11/20","KOSPI","주권","","보통주","1,000","28,815,780"
"KR7007770001","007770","한일화학공업","한일화학","HANIL CHEMICAL IND. CO., LTD","1992/09/07","KOSDAQ","주권","중견기업부","보통주","500","3,510,000"
"KR7051600005","051600","한전KPS 보통주","한전KPS","KEPCO Plant Service & Engineering","2007/12/14","KOSPI","주권","","보통주","200","45,000,000"
"KR7130660004","130660","한전산업개발보통주","한전산업","Korea Electric Power Industrial Development","2010/12/16","KOSPI","주권","","보통주","500","32,600,000"
"KR7107640005","107640","한중엔시에스","한중엔시에스","HanJung Natural Connectivity System.co.,Ltd","2013/12/10","KONEX","주권","일반기업부","보통주","500","3,795,000"
"KR7002320000","002320","한진보통주","한진","HanjinTransportation","1974/08/12","KOSPI","주권","","보통주","5,000","14,947,628"
"KR7097230007","097230","한진중공업 보통주","한진중공업","HANJIN HEAVY INDUSTRIES & CONSTRUCTION","2007/08/31","KOSPI","주권","","보통주","5,000","83,274,281"
"KR7003480001","003480","한진중공업홀딩스보통주","한진중공업홀딩스","HanjinHeavyInd&ConstHoldings","1956/03/03","KOSPI","주권","","보통주","5,000","29,529,812"
"KR718064K016","18064K","한진칼1우선주","한진칼우","HANJINKAL(1P)","2013/09/16","KOSPI","주권","","종류주권","2,500","536,766"
"KR7180640005","180640","한진칼보통주","한진칼","HANJINKAL","2013/09/16","KOSPI","주권","","보통주","2,500","66,262,654"
"KR7005110002","005110","한창보통주","한창","Hanchang","1976/06/01","KOSPI","주권","","보통주","500","66,790,269"
"KR7079170007","079170","한창산업","한창산업","Hanchang Industry Co., Ltd.","2005/02/01","KOSDAQ","주권","중견기업부","보통주","500","5,200,000"
"KR7009460007","009460","한창제지보통주","한창제지","HanchangPaper","1987/12/23","KOSPI","주권","","보통주","500","59,667,486"
"KR7086960002","086960","한컴MDS","한컴MDS","Hancom MDS Inc.","2006/09/26","KOSDAQ","주권","우량기업부","보통주","500","8,828,608"
"KR7054920004","054920","한컴위드","한컴위드","Hancom WITH","2001/11/01","KOSDAQ","주권","벤처기업부","보통주","500","28,217,081"
"KR7002680007","002680","한탑","한탑","Hantop Inc.","1995/07/07","KOSDAQ","주권","투자주의환기종목(소속부없음)","보통주","500","28,269,988"
"KR7066110008","066110","한프","한프","HANP INC","2002/07/16","KOSDAQ","주권","투자주의환기종목(소속부없음)","보통주","500","76,844,272"
"KR7000881003","000885","한화1우선주","한화우","Hanwha(1P)","1990/01/22","KOSPI","주권","","구형우선주","5,000","479,294"
"KR700088K015","00088K","한화3우선주(신형)","한화3우B","HANWHA(3PB)","2016/10/19","KOSPI","주권","","신형우선주","5,000","22,472,000"
"KR7000880005","000880","한화보통주","한화","Hanwha","1976/06/24","KOSPI","주권","","보통주","5,000","74,958,735"
"KR7088350004","088350","한화생명보험보통주","한화생명","HANWHA LIFE INSURANCE","2010/03/17","KOSPI","주권","","보통주","5,000","868,530,000"
"KR7000370007","000370","한화손해보험보통주","한화손해보험","Hanwha General Insurance Co.,Ltd.","1975/06/30","KOSPI","주권","","보통주","5,000","116,738,915"
"KR7009831009","009835","한화솔루션1우선주","한화솔루션우","HANWHA SOLUTIONS(1P)","1989/11/21","KOSPI","주권","","구형우선주","5,000","1,123,737"
"KR7009830001","009830","한화솔루션보통주","한화솔루션","HANWHA SOLUTIONS","1974/06/19","KOSPI","주권","","보통주","5,000","191,278,497"
"KR7272210006","272210","한화시스템보통주","한화시스템","HANWHA SYSTEMS","2019/11/13","KOSPI","주권","","보통주","5,000","110,230,389"
"KR7317320000","317320","한화에스비아이기업인수목적","한화에스비아이스팩","Hanwha Sbi Special Purpose Acquisition Co., Ltd.","2019/05/03","KOSDAQ","주권","SPAC(소속부없음)","보통주","100","4,360,000"
"KR7012450003","012450","한화에어로스페이스보통주","한화에어로스페이스","HANWHA AEROSPACE","1987/05/27","KOSPI","주권","","보통주","5,000","50,630,000"
"KR7003531001","003535","한화투자증권1우선주","한화투자증권우","HANWHA INVESTMENT & SECURITIES(1P)","1989/05/06","KOSPI","주권","","구형우선주","5,000","4,800,000"
"KR7003530003","003530","한화투자증권보통주","한화투자증권","HANWHA INVESTMENT & SECURITIES","1986/11/25","KOSPI","주권","","보통주","5,000","214,547,775"
"KR7340440007","340440","한화플러스제1호기업인수목적","한화플러스제1호스팩","Hanwha Plus No 1 Special Purpose Acquisition Company","2019/12/27","KOSDAQ","주권","SPAC(소속부없음)","보통주","100","4,710,000"
"KR7195870001","195870","해성디에스보통주","해성디에스","HAESUNG DS","2016/06/24","KOSPI","주권","","보통주","5,000","17,000,000"
"KR7034810002","034810","해성산업","해성산업","Haesung Industrial Co., Ltd.","1999/04/16","KOSDAQ","주권","우량기업부","보통주","500","26,356,298"
"KR7076610005","076610","해성옵틱스","해성옵틱스","Haesung Optics Co.,Ltd","2013/11/06","KOSDAQ","주권","중견기업부","보통주","500","41,619,749"
"KR7059270009","059270","해성티피씨","해성티피씨","Haisung TPC Co., Ltd.","2021/04/21","KOSDAQ","주권","기술성장기업부","보통주","500","4,630,000"
"KR7101530004","101530","해태제과식품주식회사","해태제과식품","Haitai Confectionery and Foods Co., Ltd.","2016/05/11","KOSPI","주권","","보통주","500","29,116,822"
"KR7220180004","220180","핸디소프트","핸디소프트","HANDYSOFT, Inc.","2016/11/24","KOSDAQ","주권","벤처기업부","보통주","500","19,408,000"
